,Date,Price,global_m2,m2_daily_change,PositionRatio,global_m2_change,next_day_price_change
3790,2023-09-17,26502.4321189363,90632.6015739,49.58649960000184,1.0,0.0005474149823709862,0.009893423606347262
3791,2023-09-18,26764.6319064874,90561.5284983,-71.07307559999754,1.0,-0.0007841888499917626,0.016828872516928772
3792,2023-09-19,27215.0504848042,90532.5966955,-28.931802799997968,1.0,-0.00031947122889541824,-0.003000059150957246
3793,2023-09-20,27133.4037235535,90381.6503167,-150.94637879999937,1.0,-0.0016673152467689967,-0.020705416738089344
3794,2023-09-21,26571.5952919345,90390.4773775,8.827060800002073,1.0,9.766430209090515e-05,-0.00039372260569370265
3795,2023-09-22,26561.13345419872,90417.0173775,26.5399999999936,1.0,0.00029361499983182604,0.0005512917000523032
3796,2023-09-23,26575.776386616,90417.0173775,0.0,1.0,0.0,-0.010879657234010742
3797,2023-09-24,26286.6410488019,90338.8810751,-78.13630240000202,1.0,-0.0008641769510464581,8.249253978753757e-05
3798,2023-09-25,26288.8095005845,90297.5910299,-41.29004520000308,1.0,-0.0004570573014478496,-0.0035859977799755915
3799,2023-09-26,26194.5378880772,90192.9191671,-104.6718627999944,1.0,-0.0011591877657659566,0.005403596346653883
3800,2023-09-27,26336.0825973115,90242.2333027,49.31413559999783,1.0,0.0005467628285611426,0.026478609400863773
3801,2023-09-28,27033.4254415546,90243.6932723,1.4599696000077529,1.0,1.6178340745520714e-05,-0.004519366878863895
3802,2023-09-29,26911.2514739918,90139.4902723,-104.2030000000086,1.0,-0.0011546845682123275,0.0024689241507409587
3803,2023-09-30,26977.6933126826,90516.5434876,377.0532153000095,1.0,0.004182996976807685,0.0360465231584175
3804,2023-10-01,27950.1453594389,90371.8488124,-144.69467520000762,1.0,-0.0015985439746694086,-0.013747909324122176
3805,2023-10-02,27565.8892954413,90547.0992142,175.2504018000036,1.0,0.00193921452424628,-0.004597967246736223
3806,2023-10-03,27439.1422393337,90620.1409536,73.041739399996,1.0,0.0008066712245216046,0.013051025212368117
3807,2023-10-04,27797.251176505,90710.549055,90.40810139999668,1.0,0.000997660127744604,-0.013343264825501855
3808,2023-10-05,27426.3450926359,90841.7085582,131.1595032000041,1.0,0.0014459123505081717,0.018800109227767425
3809,2023-10-06,27941.9633760959,90823.3795582,-18.328999999997905,1.0,-0.00020176855203302146,0.0011018622391094635
3810,2023-10-07,27972.7515704266,90823.3795582,0.0,1.0,0.0,-0.0013021763201626069
3811,2023-10-08,27936.3261157218,90793.2348342,-30.14472399999795,1.0,-0.0003319048921833767,-0.012348773151400705
3812,2023-10-09,27591.3467618352,90850.50980980002,57.27497560001211,1.0,0.0006308286702705335,-0.006217513882598502
3813,2023-10-10,27419.7971803039,90931.1248804,80.61507059998985,1.0,0.0008873375699129937,-0.021576549432603898
3814,2023-10-11,26828.1725710111,90737.3806224,-193.74425800000608,0.5,-0.0021306704195602766,-0.0032365965932402707
3815,2023-10-12,26741.3405990649,90790.8061346,53.42551220000314,1.0,0.0005887927536980531,0.003780893888634562
3816,2023-10-13,26842.4467703098,90796.3071346,5.501000000003842,1.0,6.058983540513374e-05,0.0007280434394756341
3817,2023-10-14,26861.9892375804,90796.3071346,0.0,1.0,0.0,0.00998874168554198
3818,2023-10-15,27130.3067092344,90871.6689446,75.3618099999876,1.0,0.0008300096378177635,0.05073613725362658
3819,2023-10-16,28506.7936741671,90940.29096,68.62201540000387,1.0,0.0007551530218052882,-0.0025814380515086777
3820,2023-10-17,28433.2051522501,90906.318512,-33.97244800000044,1.0,-0.00037356871900640076,-0.0036974422021001097
3821,2023-10-18,28328.0750195792,90855.147141,-51.171371000004,1.0,-0.0005629022474741285,0.012788833034874658
3822,2023-10-19,28690.358041204,90912.8504478,57.70330680000188,1.0,0.000635113239214169,0.03536474953250601
